ISIN Code,Lowest Accepted Yield,Average Yield,Highest Accepted Yield,Average Rate of Discount (%),Average Price per £100 Nominal (£),Tail (In Yield Terms),Amount Tendered For (£),Amount On Offer (£),Bid to Cover Ratio,Amount Allocated (£),Maturity (Months),Maturity Date,Highest Yield % Filled,Date
GB00B3G75552,0.4,0.443114,0.45899999999999996,0.442963,99.96601924399401,0.015886,2513500000,1000000000,2.51,999990000.0,1,2010-02-01,47.66,2010-01-01
GB00B3G9C724,0.43,0.49167,0.51,0.49106099999999997,99.87622561003401,0.018330000000000003,3477600000,1500000000,2.32,1499950000.0,3,2010-04-06,37.8,2010-01-01
GB00B3GD5425,0.479,0.529363,0.55,0.5279689999999999,99.73673855009599,0.020637,2662000000,1000000000,2.66,1000000000.0,6,2010-07-05,48.0,2010-01-01
GB00B3G7CD26,0.4,0.44129399999999996,0.45,0.441145,99.966158765758,0.008706,3963850000,1000000000,3.96,999954915.0,1,2010-02-08,61.29,2010-01-08
GB00B3G9LM06,0.44,0.486693,0.5,0.486103,99.878807156643,0.013307,4702800000,2000000000,2.35,1999970600.0,3,2010-04-12,23.62,2010-01-08
GB00B3GDB881,0.48,0.5165500000000001,0.52,0.515223,99.743094308044,0.00345,4732000000,1500000000,3.15,1499942300.0,6,2010-07-12,55.99,2010-01-08
GB00B3G4BT22,0.409,0.4376640000000001,0.45799999999999996,0.437517,99.966437043845,0.020336,2691400000,1000000000,2.69,1000000000.0,1,2010-02-15,59.0,2010-01-15
GB00B3G6Y229,0.44799999999999995,0.484649,0.498,0.4840640000000001,99.87931552478202,0.013350999999999998,6947200000,2000000000,3.47,1999984000.0,3,2010-04-19,13.32,2010-01-15
GB00B3GB3G44,0.469,0.5151899999999999,0.52,0.5138699999999999,99.743768969725,0.00481,4518050000,1500000000,3.01,1499831500.0,6,2010-07-19,45.71,2010-01-15
GB00B3GDVH73,0.469,0.509575,0.52,0.5082840000000001,99.746554526162,0.010425,4043050000,1500000000,2.7,1499968000.0,6,2010-07-26,7.46,2010-01-22
GB00B3GB3976,0.469,0.4885229999999999,0.495,0.4879290000000001,99.878352017349,0.006476999999999999,3984800000,2000000000,1.99,1999970900.0,3,2010-04-26,91.19,2010-01-22
GB00B3G7Z000,0.4,0.450486,0.47,0.45033,99.965454108175,0.019514,1398700000,1000000000,1.4,1000000000.0,1,2010-02-22,71.8,2010-01-22
GB00B3G87854,0.4,0.453281,0.469,0.453123,99.96523984579001,0.015719,1993200000,1000000000,1.99,1000000000.0,1,2010-03-01,59.0,2010-01-29
GB00B3GBBK41,0.45,0.488202,0.499,0.487602,99.877097581124,0.010798,4321150000,2000000000,2.16,1999985000.0,3,2010-05-04,14.42,2010-01-29
GB00B3JT1L60,0.5,0.513339,0.52,0.5120279999999999,99.74468721877899,0.006661,5003000000,1500000000,3.34,1499850000.0,6,2010-08-02,28.2,2010-01-29
GB00B3G8GQ67,0.41,0.440949,0.46,0.4408,99.96618521360901,0.019051,3692700000,1000000000,3.69,999997800.0,1,2010-03-08,28.41,2010-02-05
GB00B3GBJD34,0.43,0.486107,0.4970000000000001,0.485519,99.878952901578,0.010893,7872550000,2000000000,3.94,1999997500.0,3,2010-05-10,69.93,2010-02-05
GB00B3JT8485,0.47,0.51259,0.52,0.511283,99.745058789517,0.007409999999999998,6581000000,1500000000,4.39,1499905000.0,6,2010-08-09,1.41,2010-02-05
GB00B3G5GB26,0.42,0.448769,0.466,0.448615,99.965585732427,0.017231,1317750000,1000000000,1.32,1000000000.0,1,2010-03-15,9.0,2010-02-12
GB00B3G7YZ81,0.46,0.486169,0.496,0.48558,99.878937481446,0.009831,6023000000,2000000000,3.01,2000000000.0,3,2010-05-17,86.0,2010-02-12
GB00B3GC0K07,0.48,0.52786,0.539,0.526474,99.73748405597999,0.01114,4245500000,1500000000,2.83,1499970000.0,6,2010-08-16,77.16,2010-02-12
GB00B3JTPR03,0.49,0.5202399999999999,0.529,0.518894,99.741263838136,0.008759999999999999,4877000000,1500000000,3.25,1499987000.0,6,2010-08-23,14.91,2010-02-19
GB00B3GC0443,0.47,0.489228,0.495,0.488632,99.878176677908,0.005772,6127900000,2000000000,3.06,1999998500.0,3,2010-05-24,85.67,2010-02-19
GB00B3G8YH33,0.42,0.45778,0.47,0.457619,99.964894958104,0.01222,3615500000,1000000000,3.62,999987000.0,1,2010-03-22,24.18,2010-02-19
GB00B3G95733,0.44,0.463707,0.479,0.463542,99.964440605368,0.015293000000000001,2733400000,1000000000,2.73,999988000.0,1,2010-03-29,95.21,2010-02-26
GB00B3GC8958,0.46,0.492148,0.52,0.491538,99.876105426054,0.027852,5226700000,2000000000,2.61,2000000000.0,3,2010-06-01,3.05,2010-02-26
GB00B3JTY628,0.5,0.519965,0.525,0.518613,99.73998306974501,0.005035,4705100000,1500000000,3.14,1499975000.0,6,2010-08-31,8.25,2010-02-26
GB00B3G9C724,0.449,0.4689680000000001,0.485,0.468793,99.962753407024,0.016031999999999998,3255250000,1000000000,3.26,1000000000.0,1,2010-04-06,69.5,2010-03-05
GB00B3GCGB38,0.48,0.507534,0.52,0.506893,99.873624036957,0.012466,6577350000,2000000000,3.29,1999953000.0,3,2010-06-07,24.41,2010-03-05
GB00B3JV3Z01,0.494,0.527888,0.55,0.526502,99.737470167545,0.022112,3540500000,1500000000,2.36,1499960000.0,6,2010-09-06,9.91,2010-03-05
GB00B3G9LM06,0.44,0.473391,0.498,0.473219,99.963698256924,0.024609,3475500000,1500000000,2.32,1499990000.0,1,2010-04-12,24.83,2010-03-12
GB00B3GCQF73,0.48,0.511694,0.519,0.511042,99.87258951675,0.007306,7068000000,2000000000,3.53,1999948000.0,3,2010-06-14,37.16,2010-03-12
GB00B3JVBH80,0.509,0.538805,0.5489999999999999,0.537361,99.73205546066,0.010195000000000001,3930500000,1500000000,2.62,1499987500.0,6,2010-09-13,36.85,2010-03-12
GB00B3GD5318,0.52,0.543968,0.5489999999999999,0.542497,99.729494876598,0.005032,3759000000,1500000000,2.51,1500000000.0,6,2010-09-20,39.0,2010-03-19
GB00B3G96W55,0.48,0.513189,0.515,0.512533,99.872217741286,0.001811,6467000000,2000000000,3.23,1999890000.0,3,2010-06-21,59.93,2010-03-19
GB00B3G6Y229,0.449,0.4893460000000001,0.5,0.489162,99.962475215149,0.010654,3917300000,1500000000,2.61,1499975000.0,1,2010-04-19,27.75,2010-03-19
GB00B3GB3976,0.46,0.490378,0.51,0.49019399999999996,99.962396107491,0.019622,2565000000,1500000000,1.71,1500000000.0,1,2010-04-26,85.0,2010-03-26
GB00B3JVS006,0.5,0.513787,0.528,0.51313,99.872069031875,0.014213,4069000000,2000000000,2.03,2000000000.0,3,2010-06-28,25.5,2010-03-26
GB00B3JVRZ80,0.52,0.54424,0.5479999999999999,0.542767,99.72935998215,0.00376,3581900000,1500000000,2.39,1499990000.0,6,2010-09-27,73.03,2010-03-26
GB00B3GBBK41,0.45,0.484853,0.499,0.484673,99.962819626205,0.014147,4099150000,1000000000,4.1,999995760.0,1,2010-05-04,78.96,2010-04-02
GB00B3GD5425,0.49,0.511096,0.52,0.5104529999999999,99.87413494852699,0.008904,5585750000,1500000000,3.72,1499965500.0,3,2010-07-05,30.09,2010-04-02
GB00B3JVWX10,0.52,0.546257,0.55,0.5447810000000001,99.729848188755,0.003743,5080000000,1500000000,3.39,1500000000.0,6,2010-10-04,28.0,2010-04-02
GB00B3GBJD34,0.469,0.482099,0.49,0.481921,99.963030735334,0.007901000000000002,3655000000,1000000000,3.66,999995750.0,1,2010-05-10,48.85,2010-04-09
GB00B3GDB881,0.489,0.514509,0.52,0.51385,99.871889486989,0.005490999999999999,5535200000,1500000000,3.69,1499981000.0,3,2010-07-12,35.7,2010-04-09
GB00B3JW0S50,0.49,0.546181,0.55,0.5446979999999999,99.72839738198601,0.003819,4913250000,1500000000,3.28,1499975000.0,6,2010-10-11,51.9,2010-04-09
GB00B3GDWC93,0.53,0.546646,0.55,0.5451600000000001,99.728166777287,0.0033539999999999998,4063200000,1500000000,2.71,1499913440.0,6,2010-10-18,35.67,2010-04-16
GB00B3GB3G44,0.465,0.50915,0.515,0.508505,99.8732221631,0.005849999999999999,7372700000,1500000000,4.92,1499890900.0,3,2010-07-19,27.31,2010-04-16
GB00B3G7YZ81,0.46,0.481083,0.488,0.4809060000000001,99.963108617504,0.006917,3997500000,1000000000,4.0,999979200.0,1,2010-05-17,7.08,2010-04-16
GB00B3GC0443,0.45899999999999996,0.480933,0.489,0.480756,99.963120115867,0.008067,4040900000,1000000000,4.04,999984400.0,1,2010-05-24,37.48,2010-04-23
GB00B3GDVH73,0.49,0.505358,0.514,0.504722,99.874165179141,0.008642,5381100000,1500000000,3.59,1500000000.0,3,2010-07-26,50.9,2010-04-23
GB00B3JWGM12,0.535,0.5549580000000001,0.56,0.553427,99.724044836211,0.0050420000000000005,5484000000,1500000000,3.66,1499995000.0,6,2010-10-25,81.23,2010-04-23
GB00B3GC8958,0.44,0.48099,0.488,0.480813,99.963115746488,0.00701,2779600000,1000000000,2.78,999998000.0,1,2010-06-01,29.14,2010-04-30
GB00B3JT1L60,0.49,0.5045970000000001,0.51,0.50397,99.87573343584101,0.005403,5177650000,1500000000,3.45,1499967500.0,3,2010-08-02,78.35,2010-04-30
GB00B3JWP570,0.53,0.550573,0.5589999999999999,0.5490740000000001,99.727719519477,0.008427,5030400000,1500000000,3.35,1499988500.0,6,2010-11-01,30.03,2010-04-30
GB00B3GCGB38,0.449,0.470126,0.48,0.469957,99.96394854149099,0.009874,3340150000,1000000000,3.34,999993000.0,1,2010-06-07,21.1,2010-05-07
GB00B3JT8485,0.479,0.49884700000000004,0.51,0.498227,99.87578441304501,0.011153,4096650000,1500000000,2.73,1499999500.0,3,2010-08-09,68.13,2010-05-07
GB00B3JWX087,0.5,0.5523140000000001,0.56,0.550797,99.725355965306,0.007685999999999998,3145350000,1500000000,2.1,1500000000.0,6,2010-11-08,50.53,2010-05-07
GB00B3JTPY79,0.519,0.546412,0.55,0.5449269999999999,99.72828282339,0.003588000000000001,5780800000,1500000000,3.85,1499926000.0,6,2010-11-15,24.6,2010-05-14
GB00B3GC0K07,0.47,0.501268,0.508,0.500642,99.875182323473,0.006731999999999999,5248900000,1500000000,3.5,1499970000.0,3,2010-08-16,80.75,2010-05-14
GB00B3GCQF73,0.44,0.472611,0.48,0.47243999999999997,99.963758049142,0.007389,3071200000,1000000000,3.07,999981950.0,1,2010-06-14,30.47,2010-05-14
GB00B3G96W55,0.43,0.4642600000000001,0.473,0.464095,99.964398213633,0.008740000000000001,3101600000,1000000000,3.1,1000000000.0,1,2010-06-21,52.6,2010-05-21
GB00B3JTPR03,0.489,0.4974130000000001,0.501,0.496797,99.87614104449301,0.003586999999999999,6196500000,1500000000,4.13,1500000000.0,3,2010-08-23,61.5,2010-05-21
GB00B3JX8M80,0.52,0.543266,0.5589999999999999,0.541798,99.729843024988,0.015733999999999998,5742500000,1500000000,3.83,1499998500.0,6,2010-11-22,8.49,2010-05-21
GB00B3JVS006,0.44,0.45059399999999994,0.46399999999999997,0.450444,99.966679495303,0.013406,3793800000,1000000000,3.79,999998000.0,1,2010-06-28,85.11,2010-05-28
GB00B3JTY628,0.48,0.495217,0.5,0.4946060000000001,99.87668718796499,0.004783,5061450000,1500000000,3.37,1499967160.0,3,2010-08-31,35.48,2010-05-28
GB00B3JXHC12,0.52,0.546187,0.551,0.5447120000000001,99.729882713797,0.0048130000000000004,5113500000,1500000000,3.41,1499975000.0,6,2010-11-29,27.9,2010-05-28
GB00B3GD5425,0.419,0.45286099999999996,0.46,0.452704,99.96527204258301,0.007139,3139500000,1000000000,3.14,999985500.0,1,2010-07-05,58.21,2010-06-04
GB00B3JV3Z01,0.47,0.487469,0.494,0.4868770000000001,99.87861415717899,0.006531,6084500000,1500000000,4.06,1499997400.0,3,2010-09-06,1.11,2010-06-04
GB00B3JXMV53,0.525,0.5371670000000001,0.54,0.535732,99.73286785239901,0.002833,6054500000,1500000000,4.04,1500000000.0,6,2010-12-06,46.5,2010-06-04
GB00B3JXRP49,0.4970000000000001,0.532983,0.5379999999999999,0.53157,99.73494303277,0.005017000000000001,4793500000,1500000000,3.2,1499990600.0,6,2010-12-13,31.43,2010-06-11
GB00B3JVBH80,0.45,0.484443,0.49,0.483859,99.879366759822,0.005557,5082700000,1500000000,3.39,1499977400.0,3,2010-09-13,90.03,2010-06-11
GB00B3GDB881,0.4,0.44791400000000003,0.45,0.4477600000000001,99.96565127637501,0.002086,3727500000,1000000000,3.73,999980200.0,1,2010-07-12,68.44,2010-06-11
GB00B3GB3G44,0.409,0.435198,0.45,0.43505299999999997,99.966626089843,0.014802000000000003,3391900000,1000000000,3.39,999976000.0,1,2010-07-19,43.16,2010-06-18
GB00B3GD5318,0.45,0.47765,0.486,0.477082,99.881056302045,0.00835,5187950000,1500000000,3.46,1499997500.0,3,2010-09-20,71.65,2010-06-18
GB00B3JVKJ38,0.499,0.5306989999999999,0.534,0.5292979999999999,99.736075887556,0.003301,4615500000,1500000000,3.08,1499990000.0,6,2010-12-20,91.88,2010-06-18
GB00B3GDVH73,0.39899999999999997,0.435755,0.447,0.435609,99.96658338961001,0.011245,2090000000,1000000000,2.09,999996700.0,1,2010-07-26,4.87,2010-06-25
GB00B3JVRZ80,0.449,0.488312,0.499,0.487718,99.878404494946,0.010688,2815850000,1500000000,1.88,1499997500.0,3,2010-09-27,79.69,2010-06-25
GB00B3JY5X13,0.509,0.5607810000000001,0.725,0.5592,99.718101832796,0.164219,1927000000,1500000000,1.28,1500000000.0,6,2010-12-29,86.5,2010-06-25
GB00B3JT1L60,0.42,0.432638,0.45,0.4324939999999999,99.96682234273001,0.017362,2423250000,1000000000,2.42,999990000.0,1,2010-08-02,55.6,2010-07-02
GB00B3JVWX10,0.47,0.48858,0.501,0.487986,99.878337840945,0.01242,3632300000,1500000000,2.42,1500000000.0,3,2010-10-04,57.35,2010-07-02
GB00B3JYC418,0.52,0.579969,0.62,0.578287,99.710064094581,0.040031,4012500000,1500000000,2.68,1499975000.0,6,2011-01-04,41.85,2010-07-02
GB00B3JYHR97,0.535,0.582345,0.605,0.580659,99.710465966652,0.022655,4566500000,1500000000,3.04,1499990000.0,6,2011-01-10,45.22,2010-07-09
GB00B3JW0S50,0.46,0.494173,0.51,0.493565,99.87694683203699,0.015827,3042700000,1500000000,2.03,1499996500.0,3,2010-10-11,70.27,2010-07-09
GB00B3JT8485,0.428,0.450837,0.489,0.4506810000000001,99.965427200754,0.038163,2068800000,1000000000,2.07,1000000000.0,1,2010-08-09,24.8,2010-07-09
GB00B3GC0K07,0.429,0.459385,0.48,0.459223,99.964771921399,0.020615,2445150000,1000000000,2.45,1000000000.0,1,2010-08-16,61.25,2010-07-16
GB00B3GDWC93,0.45,0.503151,0.529,0.502521,99.874714036602,0.025849,2216250000,1500000000,1.48,1500000000.0,3,2010-10-18,17.5,2010-07-16
GB00B3JWGL05,0.58,0.593437,0.6,0.5916859999999999,99.70496744516899,0.006562999999999999,4570400000,1500000000,3.05,1499978000.0,6,2011-01-17,95.48,2010-07-16
GB00B3JTPR03,0.429,0.464774,0.479,0.46460799999999997,99.96435881158199,0.014226,2665900000,1000000000,2.67,999996000.0,1,2010-08-23,17.62,2010-07-23
GB00B3JWGM12,0.45,0.508079,0.52,0.507436,99.873488503643,0.011921,3558600000,1500000000,2.37,1500000000.0,3,2010-10-25,99.1,2010-07-23
GB00B3JYYG73,0.56,0.5827060000000001,0.598,0.5810179999999999,99.71028700234,0.015294,6091300000,1500000000,4.06,1499995000.0,6,2011-01-24,12.13,2010-07-23
GB00B3JTY628,0.45,0.467897,0.48200000000000004,0.467723,99.96283843687,0.014103000000000001,2148900000,1000000000,2.15,999994060.0,1,2010-08-31,50.61,2010-07-30
GB00B3JWP570,0.47,0.499201,0.515,0.49858,99.875696374712,0.015799,3744750000,1500000000,2.5,1499992600.0,3,2010-11-01,53.43,2010-07-30
GB00B3JZ3413,0.57,0.579101,0.586,0.577434,99.712074195565,0.006899,7557500000,1500000000,5.04,1499995000.0,6,2011-01-31,10.45,2010-07-30
GB00B3JZ7M78,0.5489999999999999,0.573475,0.58,0.57184,99.714863435666,0.006525,6696500000,1500000000,4.46,1499938000.0,6,2011-02-07,11.08,2010-08-06
GB00B3JWX087,0.45,0.501333,0.51,0.500707,99.875166158426,0.008667000000000001,3019900000,1500000000,2.01,1499990100.0,3,2010-11-08,69.69,2010-08-06
GB00B3JV3Z01,0.45,0.471125,0.484,0.470955,99.96387196117901,0.012875,2317000000,1000000000,2.32,1000000000.0,1,2010-09-06,19.0,2010-08-06
GB00B3JVBH80,0.43,0.472224,0.488,0.472053,99.963787715307,0.015776,2228650000,1000000000,2.23,999997500.0,1,2010-09-13,55.13,2010-08-13
GB00B3JTPY79,0.47,0.49522700000000003,0.505,0.494616,99.87668470095899,0.009773,4023750000,1500000000,2.68,1499994000.0,3,2010-11-15,29.2,2010-08-13
GB00B3JZDD05,0.53,0.5484680000000001,0.5589999999999999,0.546972,99.72726321388399,0.010532,7430050000,1500000000,4.95,1500000000.0,6,2011-02-14,67.7,2010-08-13
GB00B3GD5318,0.449,0.471214,0.48,0.47104399999999996,99.963865138715,0.008786,2713350000,1000000000,2.71,999974350.0,1,2010-09-20,42.53,2010-08-20
GB00B3JX8M80,0.47,0.4894560000000001,0.504,0.488859,99.87811997251801,0.014544,3691200000,1500000000,2.46,1499995000.0,3,2010-11-22,12.53,2010-08-20
GB00B3JX8Q29,0.525,0.54045,0.5489999999999999,0.5389970000000001,99.731239610481,0.00855,5604500000,1500000000,3.74,1499991400.0,6,2011-02-21,28.02,2010-08-20
GB00B3JVRZ80,0.45,0.471036,0.479,0.470872,99.965168377742,0.007964,2211750000,1000000000,2.21,999990000.0,1,2010-09-27,58.62,2010-08-27
GB00B3JXHC12,0.469,0.494575,0.501,0.493973,99.878198536884,0.006424999999999999,3602600000,1500000000,2.4,1499990000.0,3,2010-11-29,12.25,2010-08-27
GB00B3JZTK99,0.52,0.535015,0.544,0.5335989999999999,99.735393216884,0.008985,5561000000,1500000000,3.71,1500000000.0,6,2011-02-28,27.0,2010-08-27
GB00B3JZZC34,0.51,0.533614,0.54,0.532198,99.73463006385201,0.006385999999999999,4881700000,1500000000,3.25,1499986040.0,6,2011-03-07,29.56,2010-09-03
GB00B3JXMV53,0.479,0.4940290000000001,0.5,0.493421,99.876982645119,0.005971,3624400000,1500000000,2.42,1499978390.0,3,2010-12-06,36.43,2010-09-03
GB00B3JVWX10,0.45,0.473093,0.479,0.472921,99.96372110060899,0.005907,2370400000,1000000000,2.37,999998000.0,1,2010-10-04,85.07,2010-09-03
GB00B3JW0S50,0.445,0.468562,0.478,0.468394,99.96406843322501,0.009438,2275550000,1000000000,2.28,999997500.0,1,2010-10-11,99.15,2010-09-10
GB00B3JXRP49,0.46,0.492053,0.499,0.4914500000000001,99.87747408277599,0.006947,3419700000,1500000000,2.28,1499985000.0,3,2010-12-13,66.1,2010-09-10
GB00B3K03B23,0.509,0.529021,0.534,0.527629,99.73690818518601,0.004979,7215950000,1500000000,4.81,1499950000.0,6,2011-03-14,25.25,2010-09-10
GB00B3GDWC93,0.449,0.472762,0.48,0.472591,99.963746473976,0.007238,2868750000,1000000000,2.87,1000000000.0,1,2010-10-18,68.75,2010-09-17
GB00B3JVKJ38,0.45899999999999996,0.49246,0.5,0.491856,99.87737286014999,0.0075400000000000016,3865400000,1500000000,2.58,1499972000.0,3,2010-12-20,54.58,2010-09-17
GB00B3JY5Y20,0.509,0.527362,0.531,0.525979,99.73773107236299,0.0036380000000000006,5744000000,1500000000,3.83,1500000000.0,6,2011-03-21,73.0,2010-09-17
GB00B3JWGM12,0.455,0.464043,0.47,0.463878,99.96441484836001,0.0059570000000000005,3003500000,1000000000,3.0,999973860.0,1,2010-10-25,67.87,2010-09-24
GB00B3JY5X13,0.479,0.496364,0.51,0.495737,99.873688919272,0.013636000000000002,2851000000,1500000000,1.9,1499983000.0,3,2010-12-29,29.18,2010-09-24
GB00B3K0J474,0.509,0.523662,0.53,0.5222979999999999,99.739566372968,0.006338,5942350000,1500000000,3.96,1499954100.0,6,2011-03-28,56.79,2010-09-24
GB00B3K0PK54,0.51,0.527933,0.53,0.526547,99.737447846854,0.0020670000000000003,5519000000,1500000000,3.68,1499983000.0,6,2011-04-04,99.22,2010-10-01
GB00B3JYC418,0.48,0.5112899999999999,0.527,0.510632,99.87129277309799,0.01571,2358700000,1500000000,1.57,1500000000.0,3,2011-01-04,32.6,2010-10-01
GB00B3JWP570,0.45899999999999996,0.464475,0.473,0.4643100000000001,99.96438173222602,0.008525,2473800000,1000000000,2.47,1000000000.0,1,2010-11-01,2.4,2010-10-01
GB00B3JWX087,0.45,0.466278,0.478,0.466111,99.964243518601,0.011722,3557800000,1000000000,3.56,999999600.0,1,2010-11-08,16.47,2010-10-08
GB00B3JYHR97,0.495,0.5060359999999999,0.514,0.5053979999999999,99.873996568953,0.007964,4191700000,1500000000,2.79,1499980000.0,3,2011-01-10,24.16,2010-10-08
GB00B3K0TB44,0.51,0.5259739999999999,0.53,0.524598,99.73841955018699,0.004026,4798650000,1500000000,3.2,1499992500.0,6,2011-04-11,32.89,2010-10-08
GB00B3JTPY79,0.445,0.472119,0.484,0.471948,99.96379576426901,0.011881,1948300000,1000000000,1.95,1000000000.0,1,2010-11-15,69.4,2010-10-15
GB00B3JWGL05,0.499,0.508278,0.514,0.5076350000000001,99.87343901542299,0.0057220000000000005,3269400000,1500000000,2.18,1500000000.0,3,2011-01-17,26.0,2010-10-15
GB00B3JYY891,0.495,0.52688,0.53,0.5254989999999999,99.737970153643,0.00312,4189500000,1500000000,2.79,1499995000.0,6,2011-04-18,4.58,2010-10-15
GB00B3JX8M80,0.45,0.469899,0.48,0.46973,99.963965942638,0.010101,1909500000,1000000000,1.91,1000000000.0,1,2010-11-22,66.0,2010-10-22
GB00B3JYYG73,0.499,0.507408,0.514,0.506767,99.873655371318,0.006592,3127100000,1500000000,2.08,1499995000.0,3,2011-01-24,11.86,2010-10-22
GB00B3K17Q87,0.499,0.5155449999999999,0.523,0.514216,99.742187664015,0.0074550000000000016,5483000000,1500000000,3.66,1499983900.0,6,2011-04-26,73.29,2010-10-22
GB00B3K1GY90,0.505,0.523791,0.529,0.522419,99.738074827693,0.005209,3616700000,1500000000,2.41,1499995000.0,6,2011-05-03,95.53,2010-10-29
GB00B3JZ3413,0.479,0.5053350000000001,0.51,0.504699,99.87417089896601,0.004665,3126800000,1000000000,3.13,999977500.0,3,2011-01-31,78.57,2010-10-29
GB00B3JXHC12,0.44,0.4598930000000001,0.465,0.4597310000000001,99.96473297900299,0.005107,1859550000,500000000,3.72,499996300.0,1,2010-11-29,83.57,2010-10-29
GB00B3JXMV53,0.439,0.45306,0.46,0.452903,99.965256787432,0.006940000000000001,2112350000,500000000,4.22,499970320.0,1,2010-12-06,2.72,2010-11-05
GB00B3JZ7M78,0.44,0.5025729999999999,0.509,0.5019440000000001,99.87485778006099,0.006427,3931050000,1000000000,3.93,999998000.0,3,2011-02-07,58.48,2010-11-05
GB00B3K1P198,0.499,0.5115379999999999,0.525,0.5102369999999999,99.745580679927,0.013462,4203800000,1500000000,2.8,1499995230.0,6,2011-05-09,52.41,2010-11-05
GB00B3JXRP49,0.41,0.448978,0.455,0.448823,99.965569710586,0.006022,1668200000,500000000,3.34,499997200.0,1,2010-12-13,52.59,2010-11-12
GB00B3JZDD05,0.47,0.493792,0.5,0.493185,99.87704158753799,0.006208,3838750000,1000000000,3.84,999976280.0,3,2011-02-14,89.32,2010-11-12
GB00B3JZM885,0.49,0.518649,0.535,0.517311,99.742053065026,0.016350999999999997,4419300000,1500000000,2.95,1500000000.0,6,2011-05-16,15.35,2010-11-12
GB00B3JVKJ38,0.435,0.443144,0.44799999999999995,0.442993,99.966016944188,0.004856,2192000000,500000000,4.38,500000000.0,1,2010-12-20,48.0,2010-11-19
GB00B3JX8Q29,0.47,0.493835,0.4970000000000001,0.493228,99.87703089333799,0.003165,4401000000,1000000000,4.4,1000000000.0,3,2011-02-21,16.3,2010-11-19
GB00B3K20F10,0.509,0.520613,0.529,0.519265,99.74107881063499,0.008387,5016850000,1500000000,3.34,1499990000.0,6,2011-05-23,21.64,2010-11-19
GB00B3K25D41,0.505,0.520887,0.525,0.51953,99.739523209651,0.004113,3685300000,1500000000,2.46,1499994200.0,6,2011-05-31,84.67,2010-11-26
GB00B3JZTK99,0.47,0.486344,0.498,0.485755,99.878893956903,0.011656,2574850000,1000000000,2.57,1000000000.0,3,2011-02-28,20.6,2010-11-26
GB00B3JY5X13,0.43,0.481626,0.52,0.4814350000000001,99.960429965445,0.038374,1004050000,500000000,2.01,500000000.0,1,2010-12-29,45.95,2010-11-26
GB00B3JYC418,0.45,0.457,0.46,0.456834,99.96370359003599,0.003,2098100000,500000000,4.2,499963700.0,1,2011-01-04,77.51,2010-12-03
GB00B3JZZC34,0.47,0.488638,0.505,0.488043,99.878323415837,0.016362,2113500000,1000000000,2.11,999990000.0,3,2011-03-07,47.66,2010-12-03
GB00B3K2B030,0.499,0.517354,0.524,0.516023,99.74269546822599,0.0066459999999999965,3452550000,1500000000,2.3,1499975600.0,6,2011-06-06,97.92,2010-12-03
GB00B3JYHR97,0.439,0.450724,0.45799999999999996,0.450568,99.96543586325501,0.007276000000000001,1253800000,500000000,2.51,500000000.0,1,2011-01-10,14.0,2010-12-10
GB00B3K03B23,0.465,0.488315,0.5,0.487721,99.87840374881901,0.011685,2785600000,1000000000,2.79,999993000.0,3,2011-03-14,74.79,2010-12-10
GB00B3K2G203,0.499,0.5260710000000001,0.54,0.5246949999999999,99.738371435794,0.013929,2936000000,1500000000,1.96,1499989000.0,6,2011-06-13,64.19,2010-12-10
GB00B3JWGL05,0.43,0.452044,0.465,0.451887,99.965334673071,0.012956,1658250000,500000000,3.32,499996500.0,1,2011-01-17,72.77,2010-12-17
GB00B3JY5Y20,0.46,0.490687,0.498,0.490087,99.877813814267,0.007312999999999998,3135500000,1000000000,3.14,999990420.0,3,2011-03-21,2.53,2010-12-17
GB00B3K0JK37,0.5,0.5794440000000001,0.63,0.577775,99.711904149179,0.050556,3568500000,1500000000,2.38,1499990000.0,6,2011-06-20,66.14,2010-12-17
GB00B3K2RX89,0.51,0.5878410000000001,0.63,0.586132,99.70934256506,0.042159,6685600000,1500000000,4.46,1500000000.0,6,2011-07-04,37.6,2010-12-31
